OG Model Q12 Q21 Model_conf Parameter_pval Tree_size
OG0008000 ARD 0.0645787220778848 0.0645787220778848 1 0.045454545454546 2
OG0008002 ER-white NA NA 1 NA 3
OG0008008 ER-white NA NA 0.802083333333333 NA 5
OG0008013 ARD 0.738809518019473 0.738809518019473 1 0.359437970372067 2
OG0008024 ER 0.000122184465473901 NA 0.775 0.684286763355493 19
OG0008027 ER-white NA NA 0.71875 NA 7
OG0008028 ER-white NA NA 0.733333333333333 NA 22
OG0008034 ER-white NA NA 0.782608695652174 NA 7
OG0008038 ER-white NA NA 0.46875 NA 6
OG0008040 ER 0.00245432334398757 NA 0.808510638297872 0.281424328441572 3
OG0008045 ER 0.000164075375234298 NA 0.688888888888889 0.668778425310646 14
OG0008048 ER-white NA NA 0.511363636363636 NA 4
OG0008053 ER 0.0916220605612141 NA 0.578313253012048 0.895718681200883 4
OG0008054 ER-white NA NA 0.728260869565217 NA 14
OG0008056 ER-white NA NA 0.763636363636364 NA 7
OG0008057 ER-white NA NA 1 NA 3
OG0008062 ER-white NA NA 1 NA 3
OG0008063 ER 0.000306086562952551 NA 1 0.482554781816932 6
OG0008064 ER-white NA NA 0.629032258064516 NA 14
OG0008069 ER 0.000284881032744532 NA 0.878048780487805 0.632148307911421 7
OG0008074 ER 0.000159899454360299 NA 0.666666666666667 0.434506216244749 11
OG0008076 ER 0.000197473493248019 NA 0.847826086956522 0.913309871965261 9
OG0008082 ER 0.000193750698109276 NA 0.956521739130435 0.58656598274684 12
OG0008083 ER-white NA NA 0.826923076923077 NA 5
OG0008091 ER-white NA NA 0.571428571428571 NA 3
OG0008125 ARD 0.100510787670858 0.100510787171867 1 0.597441948956004 2
OG0008130 ER 0.000158558462837757 NA 0.875 0.36152904575228 13
OG0008133 ER 0.000151538143437861 NA 0.904761904761905 0.309706083425618 14
OG0008136 ER-white NA NA 0.779661016949153 NA 5
OG0008137 ER-white NA NA 0.75 NA 15
OG0008142 ER-white NA NA 0.86 NA 16
OG0008154 ER-white NA NA 0.879120879120879 NA 4
OG0008157 ER-white NA NA 0.736842105263158 NA 3
OG0008159 ER-white NA NA 0.764044943820225 NA 11
OG0008163 ARD 0.0998648388841306 0.0998648388841306 1 0.960739073345359 2
OG0008164 ER 0.000144434477476221 NA 0.918918918918919 0.284498190867821 18
OG0008167 ER-white NA NA 0.721311475409836 NA 17
OG0008168 ER-white NA NA 0.582089552238806 NA 21
OG0008169 ER 0.000148535351411457 NA 0.816326530612245 0.408191630817274 14
OG0008170 ER-white NA NA 0.630769230769231 NA 8
OG0008173 ARD 0.279516818138279 0.279516818138279 1 0.281187308792468 2
OG0008182 ER 0.000109566325454305 NA 0.837209302325581 0.336677477446565 17
OG0008187 ER-white NA NA 0.707692307692308 NA 16
OG0008189 ARD 0.126298602739823 0.126298602739823 1 0.280136248780087 2
OG0008200 ER-white NA NA 0.769230769230769 NA 7
OG0008203 ER 0.0150603431823616 NA 0.44578313253012 0.659955520875362 4
OG0008206 ER 0.000127884543257959 NA 0.882352941176471 0.319437509078451 15
OG0008207 ER 0.00201718296560092 NA 0.859154929577465 0.526018455260688 6
OG0008208 ARD 0.286099155976843 0.286099155976843 1 0.0363636363636362 2
OG0008211 ER-white NA NA 0.830985915492958 NA 14
OG0008212 ER-white NA NA 0.676923076923077 NA 13
OG0008213 ER-white NA NA 0.638888888888889 NA 3
OG0008215 ER-white NA NA 0.8 NA 7
OG0008224 ER-white NA NA 0.611764705882353 NA 4
OG0008226 ER-white NA NA 0.711864406779661 NA 8
OG0008228 ER-white NA NA 0.833333333333333 NA 5
OG0008234 ER-white NA NA 0.791044776119403 NA 9
OG0008235 ER-white NA NA 0.775 NA 4
OG0008238 ER 0.000218249434362498 NA 0.976744186046512 0.430164777436714 10
OG0008242 ER 0.000280548699546897 NA 0.75 0.566145648338519 7
OG0008245 ER 0.000179101063971732 NA 0.909090909090909 0.459283854770677 13
OG0008248 ER-white NA NA 0.541666666666667 NA 8
OG0008251 ER 0.000481551550681572 NA 0.863013698630137 0.787232826977168 9
OG0008254 ER 0.000528354401380393 NA 0.884057971014493 0.654423454949361 13
OG0008271 ER-white NA NA 1 NA 3
OG0008276 ARD 0.08423948211227 0.08423948211227 1 0.0357142857142847 2
OG0008287 ER-white NA NA 0.789473684210526 NA 3
OG0008292 ARD 0.359317194753754 0.359317194753754 1 0.323448434693049 2
OG0008315 ER-white NA NA 1 NA 3
OG0008322 ARD 0.0645787220778848 0.0645787220778848 1 0.0399999999999995 2
OG0008325 ER 0.000279865556667063 NA 0.568627450980392 0.647563326086378 7
OG0008334 ER-white NA NA 0.62 NA 8
OG0008335 ER-white NA NA 0.459183673469388 NA 6
OG0008340 ER-white NA NA 0.840579710144927 NA 17
OG0008343 ER 0.000862766151852451 NA 0.659090909090909 0.789334113358592 3
OG0008345 ER-white NA NA 0.67 NA 10
OG0008348 ER 0.000165745024009898 NA 0.833333333333333 0.282778522118558 15
OG0008349 ER-white NA NA 1 NA 3
OG0008350 ARD 0.0550435990922865 0.0550435990922865 1 0.323448434693049 2
OG0008351 ER-white NA NA 0.563636363636364 NA 13
OG0008380 ER 0.000769813923250776 NA 0.644444444444444 0.66207880855828 9
OG0008383 ER-white NA NA 0.895833333333333 NA 5
OG0008388 ER 0.000783404289085765 NA 0.555555555555556 0.281929935160484 3
OG0008396 ER 0.000215679270873954 NA 0.895833333333333 0.674893978560585 9
OG0008398 ER-white NA NA 0.564516129032258 NA 13
OG0008399 ER-white NA NA 0.770833333333333 NA 6
OG0008400 ER-white NA NA 0.637931034482759 NA 11
OG0008415 ER-white NA NA 0.768115942028985 NA 12
OG0008417 ER 0.000236446891104981 NA 0.2 0.873878450523592 6
OG0008423 ER 0.000309425956413867 NA 0.909090909090909 0.904482778907881 9
OG0008426 ER 0.000306213278963956 NA 0.72972972972973 0.807236655039588 9
OG0008430 ER 0.000188926199441504 NA 0.897435897435897 0.886785279291611 12
OG0008432 ARD 0.131065627049544 0.131065627049544 1 0.279949372938897 2
OG0008437 ARD 0.0645787220778848 0.0645787220778848 1 0.0425531914893613 2
OG0008439 ER 0.000229231432176557 NA 0.902439024390244 0.439082842096549 10
OG0008449 ARD 0.0998648388841306 0.0998648388841306 1 0.946989456113715 2
OG0008451 ARD 0.08423948211227 0.08423948211227 1 0.0350877192982442 2
OG0008461 ARD 0.0998648388841306 0.0998648388841306 1 0.0370370370370381 2
OG0008463 ARD 0.0998648388841306 0.0998648388841306 1 0.0377358490566039 2
OG0008466 ER-white NA NA 1 NA 3
OG0008489 ER 0.000821232516749343 NA 0.785714285714286 0.582765085850929 5
OG0008492 ER-white NA NA 0.673076923076923 NA 4
OG0008504 ER-white NA NA 0.775862068965517 NA 18
OG0008509 ER-white NA NA 0.26530612244898 NA 6
OG0008515 ER 0.000369094430428952 NA 0.945945945945946 0.544026792767339 5
OG0008531 ER-white NA NA 0.616279069767442 NA 15
OG0008534 ER-white NA NA 0.635135135135135 NA 3
OG0008536 ER 0.000246390453516475 NA 0.882352941176471 0.922028763209467 11
OG0008551 ER-white NA NA 0.796875 NA 14
OG0008554 ER-white NA NA 0.654761904761905 NA 10
OG0008560 ER-white NA NA 0.690140845070423 NA 9
OG0008565 ER 0.000582893171513917 NA 0.675 0.481299609811729 9
OG0008566 ER-white NA NA 0.861702127659574 NA 5
OG0008576 ER-white NA NA 0.51 NA 8
OG0008577 ER-white NA NA 0.791044776119403 NA 9
OG0008579 ER 0.000218173899424445 NA 0.822222222222222 0.960300934532676 12
OG0008582 ER 0.00100096715470487 NA 0.666666666666667 0.282778522118558 4
OG0008588 ER 0.000879167337561729 NA 0.761904761904762 0.778148812551659 8
OG0008590 ER 0.00185430089392627 NA 0.833333333333333 0.778148812551659 4
OG0008591 ER-white NA NA 0.646153846153846 NA 11
OG0008596 ER-white NA NA 0.531914893617021 NA 8
OG0008597 ER-white NA NA 0.782608695652174 NA 14
OG0008598 ARD 0.00718567326491125 2.57686226808764e-19 NA 0.778148812551659 2
OG0008601 ER 0.00162955140105644 NA 0.828571428571429 0.887698974799688 7
OG0008606 ER-white NA NA 0.747368421052632 NA 5
OG0008610 ER 0.000168131042941775 NA 0.883720930232558 0.336677477446565 13
OG0008613 ER-white NA NA 0.4 NA 14
OG0008615 ER-white NA NA 0.96078431372549 NA 7
OG0008622 ER-white NA NA 0.525423728813559 NA 7
OG0008625 ER-white NA NA 1 NA 3
OG0008626 ER-white NA NA 1 NA 3
OG0008629 ER 0.00178874945102749 NA 0.622448979591837 0.727210682181519 9
OG0008636 ARD 0.0998648387615662 0.0998648387615662 1 0.0444444444444441 2
OG0008640 ER-white NA NA 1 NA 3
OG0008643 ER 0.000348627179029674 NA 0.9375 0.543988445999348 5
OG0008644 ER-white NA NA 1 NA 3
OG0008646 ER 0.000193169959984469 NA 0.86046511627907 0.65130477770687 11
OG0008649 ER-white NA NA 0.67948717948718 NA 3
OG0008650 ARD 0.825073454425135 0.825073454425135 1 0.300651304788691 2
OG0008655 ER-white NA NA 0.363636363636364 NA 4
OG0008662 ER-white NA NA 0.68 NA 3
OG0008664 ER 0.0038403891405539 NA 0.755102040816326 0.530986270293053 4
OG0008672 ER 0.0038403891405539 NA 0.886363636363636 0.679170991271075 4
OG0008703 ARD 0.279516818138279 0.279516818138279 1 0.28219995521184 2
OG0008709 ER 0.000264308995830512 NA 0.627906976744186 0.921037643094141 7
OG0008710 ER-white NA NA 0.693181818181818 NA 17
OG0008718 ARD 0.197189335903906 0.197189335903906 1 0.960300934532676 2
OG0008720 ER 0.000244447176893684 NA 0.911764705882353 0.572543883927646 16
OG0008721 ER-white NA NA 0.725 NA 19
OG0008727 ER-white NA NA 1 NA 3
OG0008728 ER-white NA NA 0.688524590163934 NA 6
OG0008729 ER-white NA NA 0.910112359550562 NA 4
OG0008731 ARD 0.100510787670858 0.100510787171867 1 0.343749940249115 2
OG0008739 ER-white NA NA 0.78 NA 12
OG0008771 ER 0.000431683645272128 NA 0.694444444444444 0.794654334040333 12
OG0008773 ER 0.000372893385906181 NA 0.763157894736842 0.950067359692018 6
OG0008780 ER 0.000145053514553973 NA 0.794871794871795 0.377100305138586 13
OG0008781 ER 0.000156346865577604 NA 0.866666666666667 0.899666711151878 14
OG0008786 ER-white NA NA 1 NA 3
OG0008790 ARD 0.287675237939435 0.287675237939435 1 0.280330305610316 2
OG0008798 ER 0.000146849250524441 NA 0.854545454545454 0.96097700813908 19
OG0008805 ER-white NA NA 0.65979381443299 NA 5
OG0008806 ARD 1.11555555555494 1.11555555555494 1 0.945441859451527 2
OG0008811 ER 0.000195447891705913 NA 0.848484848484849 0.441686855845181 12
OG0008813 ER 0.000358697537763507 NA 0.675 0.873878450523592 8
OG0008835 ARD 0.0406291211340581 0.0406291211340581 1 0.0357142857142847 2
OG0008840 ER-white NA NA 0.657142857142857 NA 3
OG0008844 ER-white NA NA 1 NA 5
OG0008856 ARD 0.0998648387615662 0.0998648387615662 1 0.0370370370370381 2
OG0008857 ARD 0.0998648388841306 0.0998648388841306 1 0.0357142857142847 2
OG0008867 ER 0.000232231118317562 NA 0.886363636363636 0.910442515293016 8
OG0008868 ER-white NA NA 1 NA 3
OG0008870 ER 0.000255652556608626 NA 0.686274509803922 0.744800747314829 8
OG0008871 ER-white NA NA 0.597222222222222 NA 3
OG0008872 ER-white NA NA 0.578947368421053 NA 3
OG0008874 ARD 0.0998648388841306 0.0998648388841306 1 0.946989456113715 2
OG0008877 ER 0.00100787414568864 NA 0.816326530612245 0.280959953647259 3
OG0008880 ER-white NA NA 0.819148936170213 NA 5
OG0008882 ER 0.00319175003846844 NA 0.434782608695652 0.934660579091857 5
OG0008888 ER-white NA NA 0.851063829787234 NA 4
OG0008890 ER 0.129282275404577 NA 0.482758620689655 0.525643912104169 4
OG0008900 ER-white NA NA 0.816326530612245 NA 5
OG0008932 ER-white NA NA 0.706896551724138 NA 10
OG0008934 ER 0.000183472417590912 NA 0.837209302325581 0.536594391620832 13
OG0008935 ER 0.000302735988886747 NA 0.767441860465116 0.65130477770687 7
OG0008936 ER 0.000496302588729571 NA 0.48780487804878 0.513026413246737 5
OG0008938 ER-white NA NA 0.968085106382979 NA 7
OG0008944 ER-white NA NA 0.829787234042553 NA 5
OG0008960 ER 0.00072102907640965 NA 0.774647887323944 0.712370578734483 9
OG0008968 ER-white NA NA 0.610169491525424 NA 15
OG0008979 ER 0.000154343782546842 NA 0.8 0.560193379047875 13
OG0008983 ER-white NA NA 0.68 NA 8
OG0008984 ER 0.000390308423458941 NA 0.87719298245614 0.82793999284978 13
OG0008991 ER-white NA NA 0.693877551020408 NA 6
OG0008996 ER-white NA NA 0.579710144927536 NA 12
OG0009009 ER 0.00053033672545122 NA 0.58974358974359 0.283757484361949 4
OG0009012 ER-white NA NA 0.911764705882353 NA 4
OG0009014 ER-white NA NA 0.773584905660377 NA 9
OG0009017 ER 0.000166471937145127 NA 0.25 0.329337232634203 9
OG0009020 ER 0.000217102750801103 NA 0.930232558139535 0.921037643094141 11
OG0009025 ER 0.000604178301829756 NA 0.75 0.950820061220483 9
OG0009031 ER 0.000301619468002859 NA 0.757575757575758 0.398806334700367 9
OG0009035 ER-white NA NA 1 NA 3
OG0009037 ER-white NA NA 0.625 NA 13
OG0009043 ER-white NA NA 0.774647887323944 NA 7
OG0009047 ER 0.000200036468362043 NA 0.882352941176471 0.852475769481494 10
OG0009058 ER 0.000223423090047416 NA 0.931818181818182 0.952105814468946 10
OG0009060 ER-white NA NA 0.9 NA 6
OG0009063 ER-white NA NA 1 NA 3
OG0009064 ER-white NA NA 1 NA 3
OG0009068 ER-white NA NA 0.696428571428571 NA 8
OG0009069 ER 0.000283922085247108 NA 0.904761904761905 0.778148812551659 9
OG0009071 ER 0.000181899585551754 NA 0.48780487804878 0.59172629801673 8
OG0009101 ER-white NA NA 1 NA 3
OG0009103 ARD 0.0948757618476778 0.0948757618476778 1 0.0363636363636362 2
OG0009104 ARD 0.938928424786306 0.938928424786306 1 0.0370370370370381 2
OG0009109 ARD 0.0948757618476778 0.0948757618476778 1 0.461974507294619 2
OG0009130 ARD 0.0509340415583384 0.0509340415583384 1 0.0377358490566039 2
OG0009137 ER-white NA NA 0.779220779220779 NA 11
OG0009140 ER-white NA NA 1 NA 3
OG0009158 ARD 0.452222222222222 0.452222222222222 1 0.28074168379329 2
OG0009166 ER-white NA NA 0.675675675675676 NA 3
OG0009167 ER 0.000207869555182225 NA 0.926829268292683 0.551908766937595 9
OG0009170 ER-white NA NA 1 NA 3
OG0009172 ER-white NA NA 1 NA 3
OG0009176 ER 0.000262365386390426 NA 0.95 0.601162646780191 14
OG0009184 ER 0.00056010891754055 NA 0.784615384615385 0.504920356614607 12
OG0009186 ER 0.000193013921887994 NA 0.804878048780488 0.551908766937595 11
OG0009189 ER-white NA NA 0.630769230769231 NA 18
OG0009194 ARD 0.279516818138279 0.279516818138279 1 0.281187308792468 2
OG0009200 ER 0.000118636630680278 NA 0.8 0.461418511354541 15
OG0009205 ER-white NA NA 1 NA 3
OG0009235 ER 0.000178325814316017 NA 0.472222222222222 0.425556474068981 9
OG0009238 ER 0.000313241769064905 NA 0.934782608695652 0.516346481542438 6
OG0009239 ER 0.000185282843951621 NA 0.790697674418605 0.464361890093923 10
OG0009242 ER-white NA NA 0.82 NA 4
OG0009245 ER-white NA NA 0.782608695652174 NA 5
OG0009248 ER 0.000667263543204016 NA 0.893333333333333 0.751518710030862 11
OG0009250 ER 0.00178675075178719 NA 0.842105263157895 0.660106658582512 5
OG0009252 ER 0.000756603276557382 NA 0.914893617021277 0.754416824275218 5
OG0009256 ER-white NA NA 0.833333333333333 NA 8
OG0009269 ER-white NA NA 1 NA 5
OG0009270 ER 0.000223562580906377 NA 0.904761904761905 0.469709389591708 9
OG0009272 ARD 0.539590988309675 0.539590988309675 1 0.045454545454546 2
OG0009281 ER-white NA NA 0.566666666666667 NA 9
OG0009284 ER 0.000321539383230945 NA 0.675675675675676 0.284498190867821 9
OG0009295 ER 0.000196955908690141 NA 0.857142857142857 0.837059503905823 10
OG0009305 ER-white NA NA 1 NA 3
OG0009323 ER 0.00262298313651287 NA 0.513513513513513 0.959489229198761 3
OG0009324 ER 0.000218153058938623 NA 1 0.807236655039588 9
OG0009331 ER-white NA NA 0.772727272727273 NA 4
OG0009337 ARD 0.358422223265739 0.358422223265739 1 0.0327868852459009 2
OG0009379 ER 0.0344269925424186 NA 0.347826086956522 0.492367240495526 4
OG0009382 ER 0.000574348027117549 NA 0.694444444444444 0.949223898583056 4
OG0009396 ER-white NA NA 1 NA 3
OG0009406 ER-white NA NA 1 NA 3
OG0009408 ER 0.000881059454830238 NA 0.525 0.765681910633871 5
OG0009413 ER-white NA NA 1 NA 3
OG0009414 ER 0.170820269320114 NA 0.451219512195122 0.276566365358223 4
OG0009419 ER-white NA NA 0.518518518518518 NA 6
OG0009423 ER-white NA NA 0.550724637681159 NA 3
OG0009424 ARD 0.370342556472781 0.370342556472781 1 0.281424328441572 2
OG0009432 ER-white NA NA 0.646464646464647 NA 7
OG0009435 ER-white NA NA 0.616666666666667 NA 10
OG0009450 ER 0.000195536178154178 NA 0.857142857142857 0.906206389570314 15
OG0009452 ER 0.000263999544550266 NA 0.658536585365854 0.672778638913683 7
OG0009453 ER 0.000306637101511081 NA 1 0.789334113358592 6
OG0009456 ER 0.00018469054436802 NA 0.9 0.601162646780191 14
OG0009460 ER 0.000451990036612116 NA 0.725 0.684286763355493 8
OG0009463 ER-white NA NA 0.823529411764706 NA 7
OG0009472 ER 0.00183885111745992 NA 0.73134328358209 0.692635051372801 7
OG0009488 ER-white NA NA 0.789473684210526 NA 12
OG0009489 ER-white NA NA 0.690140845070423 NA 3
OG0009494 ER-white NA NA 0.854838709677419 NA 8
OG0009497 ARD 0.0998648387615662 0.0998648387615662 1 0.0416666666666661 2
OG0009507 ER-white NA NA 0.590163934426229 NA 15
OG0009509 ER-white NA NA 0.828571428571429 NA 4
OG0009512 ER-white NA NA 0.641509433962264 NA 12
OG0009529 ARD 0.0402664067623856 0.0402664067623856 1 0.0344827586206889 2
OG0009537 ARD 0.0550435990922865 0.0550435990922865 1 0.301862420086033 2
OG0009548 ARD 0.131065627049544 0.131065627049544 1 0.283414869495251 2
OG0009564 ER-white NA NA 0.77 NA 10
OG0009568 ER-white NA NA 0.793478260869565 NA 5
OG0009632 ER 0.00033195856142546 NA 0.904761904761905 0.282778522118558 13
OG0009643 ER-white NA NA 0.69620253164557 NA 3
OG0009645 ARD 0.0645787220778848 0.0645787220778848 1 0.03125 2
OG0009657 ARD 0.370342556472781 0.370342556472781 1 0.281187308792468 2
OG0009658 ER-white NA NA 0.452380952380952 NA 4
OG0009661 ER-white NA NA 1 NA 3
OG0009663 ER-white NA NA 0.878378378378378 NA 8
OG0009664 ER 0.00258389030457289 NA 0.574468085106383 0.281424328441572 3
OG0009669 ARD 0.235217995461443 0.235217995461443 1 0.37781386255284 2
OG0009674 ARD 0.0538741170241863 0.0538741170241863 1 0.416743925908608 2
OG0009692 ER-white NA NA 1 NA 3
OG0009694 ER-white NA NA 0.815384615384615 NA 8
OG0009701 ER-white NA NA 0.770491803278688 NA 5
OG0009711 ARD 0.286099155976843 0.286099155976843 1 0.0357142857142847 2
OG0009713 ER-white NA NA 0.6125 NA 3
OG0009719 ER 0.000269976125063635 NA 0.866666666666667 0.422120011671598 7
OG0009721 ER 0.000655400022926945 NA 0.772727272727273 0.967406247638252 4
OG0009725 ER-white NA NA 0.703703703703704 NA 3
OG0009731 ER 0.000173652918281744 NA 0.837837837837838 0.912369537215064 10
OG0009735 ER 0.000604178301829756 NA 0.659090909090909 0.933098565952631 9
OG0009755 ER-white NA NA 0.51219512195122 NA 4
OG0009758 ER-white NA NA 0.7 NA 11
OG0009768 ER-white NA NA 0.772727272727273 NA 4
OG0009772 ER 0.00112471837356727 NA 0.769230769230769 0.280330305610316 3
OG0009806 ER 0.000245885135554926 NA 0.840909090909091 0.335068297665249 8
OG0009810 ARD 0.126298602739823 0.126298602739823 1 0.280959953647259 2
OG0009838 ER-white NA NA 0.74468085106383 NA 5
OG0009841 ARD 0.119944496242293 0.119944496242293 1 0.0370370370370381 2
OG0009842 ER-white NA NA 0.774647887323944 NA 3
OG0009892 ARD 0.279516818138279 0.279516818138279 1 0.281424328441572 2
OG0009896 ER 0.000326563743756753 NA 0.791666666666667 0.411433916997382 8
OG0009899 ARD 0.0509340416172126 0.0509340416172126 1 0.280959953647259 2
OG0009907 ER 0.00641188498698423 NA 0.805555555555556 0.284899359009572 4
OG0009909 ER 0.000687606393881004 NA 0.725 0.443913739134171 12
OG0009925 ER-white NA NA 0.824742268041237 NA 13
OG0009929 ARD 0.235217995461443 0.235217995461443 1 0.326833072103017 2
OG0009931 ER 0.00262294397683696 NA 0.595744680851064 0.877864958343266 3
OG0009932 ER 0.000348101777028672 NA 0.55 0.520138509709938 5
OG0009936 ER-white NA NA 1 NA 3
OG0009938 ARD 0.0645787220778848 0.0645787220778848 1 0.0384615384615377 2
OG0009940 ER-white NA NA 0.75 NA 4
OG0009948 ARD 0.0998648388841306 0.0998648388841306 1 0.0434782608695657 2
OG0009956 ARD 0.0645787220778848 0.0645787220778848 1 0.0416666666666661 2
OG0009961 ER-white NA NA 1 NA 3
OG0009964 ARD 0.0842394822104285 0.0842394822104285 1 0.281424328441572 2
OG0009966 ER-white NA NA 0.52 NA 9
OG0009968 ER-white NA NA 1 NA 3
OG0009973 ARD 0.279516818138279 0.279516818138279 1 0.281671642103013 2
OG0009975 ER 0.00287712836893864 NA 0.708860759493671 0.57718106013804 5
OG0009996 ER-white NA NA 0.746268656716418 NA 12
OG0010007 ER 0.000901509094415891 NA 0.837837837837838 0.501311543904047 4
OG0010008 ER 0.000357958830853962 NA 0.9 0.873878450523592 6
OG0010013 ER-white NA NA 0.871428571428571 NA 8
OG0010017 ER-white NA NA 0.597938144329897 NA 8
OG0010029 ARD 0.131904873638893 0.131904873638893 1 0.658820429729328 2
OG0010030 ER-white NA NA 1 NA 3
OG0010031 ER-white NA NA 0.861538461538462 NA 9
OG0010038 ER-white NA NA 1 NA 3
OG0010041 ER 0.000957258432324538 NA 0.869565217391304 0.913309871965261 5
OG0010045 ER 0.000334848766245129 NA 0.605263157894737 0.4942515483454 9
OG0010046 ER-white NA NA 0.481927710843373 NA 4
OG0010053 ARD 0.0842394822104285 0.0842394822104285 1 0.281424328441572 2
OG0010061 ARD 0.131065627049544 0.131065627049544 1 0.283088945559838 2
OG0010063 ER 0.000332631925661376 NA 0.894736842105263 0.454425239297614 7
OG0010064 ER-white NA NA 0.8 NA 4
OG0010106 ARD 0.0258753569579549 0.0258753569579549 1 0.0416666666666661 2
OG0010130 ARD 0.474464217340137 0.474464217340137 1 0.647563326086378 2
OG0010132 ER-white NA NA 0.707317073170732 NA 4
OG0010138 ARD 0.0468092008436257 0.0468092008436257 1 0.282482519290842 2
OG0010190 ER 0.001161869071319 NA 0.760869565217391 0.622570171509164 3
OG0010204 ER-white NA NA 0.772727272727273 NA 4
OG0010209 ER 0.000330175748220265 NA 0.878048780487805 0.861017632289994 13
OG0010210 ER-white NA NA 0.69 NA 11
OG0010218 ER-white NA NA 0.793650793650794 NA 7
OG0010232 ER-white NA NA 0.742857142857143 NA 4
OG0010239 ER-white NA NA 0.66 NA 10
OG0010242 ARD 0.370342556472781 0.370342556472781 1 0.280959953647259 2
OG0010266 ER-white NA NA 1 NA 3
OG0010273 ER 0.000369402106183702 NA 0.75 0.804253256263663 8
OG0010274 ER 0.000217940283767636 NA 0.893617021276596 0.445482708388577 12
OG0010282 ER-white NA NA 0.59 NA 8
OG0010304 ER-white NA NA 0.916666666666667 NA 4
OG0010306 ER 0.000281266295595789 NA 0.961538461538462 0.639144802439566 8
OG0010320 ARD 1.11555555555494 1.11555555555494 1 0.925405278710113 2
OG0010321 ER-white NA NA 0.484536082474227 NA 6
OG0010336 ARD 0.162381091599625 0.162381091599625 1 0.0425531914893613 2
OG0010338 ER 0.000215917097036634 NA 0.95 0.601162646780191 9
OG0010361 ER-white NA NA 1 NA 3
OG0010366 ER 0.000359088511406635 NA 0.829268292682927 0.959935714285607 6
OG0010386 ER-white NA NA 0.510416666666667 NA 5
OG0010389 ER 0.000229758937363314 NA 1 0.765692734272886 9
OG0010390 ER 0.000234833740968658 NA 0.9 0.950820061220483 10
OG0010399 ARD 0.100510787670858 0.100510787171867 1 0.363866433592179 2
OG0010417 ER 0.00307026353930849 NA 0.634146341463415 0.59172629801673 6
OG0010435 ER-white NA NA 0.551724137931034 NA 5
OG0010438 ARD 0.08423948211227 0.08423948211227 1 0.0377358490566039 2
OG0010441 ER-white NA NA 1 NA 3
OG0010529 ER-white NA NA 0.835294117647059 NA 15
OG0010555 ER-white NA NA 1 NA 3
OG0010569 ER-white NA NA 0.82051282051282 NA 4
OG0010573 ER-white NA NA 1 NA 3
OG0010575 ER 0.000268377782824519 NA 0.92156862745098 0.886508627769371 16
OG0010582 ER 0.000503487123190076 NA 0.845070422535211 0.843258810342942 9
OG0010584 ER 0.00318542713261408 NA 0.223880597014925 0.741770591802058 4
OG0010585 ER 0.000693075998378409 NA 0.838709677419355 0.287292698521984 10
OG0010589 ER 0.000488567731532968 NA 0.904109589041096 0.434330538720475 10
OG0010590 ARD 0.370342556472781 0.370342556472781 1 0.281929935160484 2
OG0010594 ARD 0.0402664067623856 0.0402664067623856 1 0.314041493515206 2
OG0010603 ER-white NA NA 0.671428571428571 NA 3
OG0010615 ER-white NA NA 0.75 NA 7
OG0010629 ER-white NA NA 0.695652173913043 NA 8
OG0010630 ER-white NA NA 0.563829787234043 NA 5
OG0010638 ER-white NA NA 0.636363636363636 NA 6
OG0010640 ER 0.000259127619151345 NA 0.657142857142857 0.472710802278243 9
OG0010643 ER-white NA NA 0.897435897435897 NA 4
OG0010656 ER-white NA NA 1 NA 3
OG0010660 ER 0.000735181220426322 NA 0.875 0.472325771399273 8
OG0010676 ER 0.000365802514739763 NA 0.720930232558139 0.397429823370103 7
OG0010684 ER-white NA NA 0.7 NA 9
OG0010688 ARD 0.990709576350845 0.990709576350845 1 0.0384615384615377 2
OG0010696 ER-white NA NA 1 NA 3
OG0010709 ER 0.000616021765067782 NA 0.534883720930233 0.282482519290842 4
OG0010711 ER-white NA NA 0.680851063829787 NA 5
OG0010735 ER-white NA NA 0.629213483146067 NA 5
OG0010750 ER 0.116299750129689 NA 0.528089887640449 0.828525277268564 4
OG0010761 ARD 0.0645787220778848 0.0645787220778848 1 0.0425531914893613 2
OG0010764 ER-white NA NA 1 NA 3
OG0010777 ER-white NA NA 0.701298701298701 NA 3
OG0010778 ER-white NA NA 0.581081081081081 NA 3
OG0010789 ER 0.000843569353713613 NA 0.711111111111111 0.843227747784039 4
OG0010848 ARD 0.455326554186822 0.455326554186822 1 0.382782420685126 2
OG0010871 ARD 0.233694380543505 0.233694380543505 1 0.282482519290842 2
OG0010872 ER-white NA NA 1 NA 3
OG0010874 ARD 0.287675237939435 0.287675237939435 1 0.279949372938897 2
OG0010888 ARD 0.0645787220778848 0.0645787220778848 1 0.0499999999999995 2
OG0010898 ER-white NA NA 0.759259259259259 NA 6
OG0010911 ARD 0.00254833539536804 6.91047470423249e-92 NA 0.0499999999999995 2
OG0010915 ARD 0.0550435990922865 0.0550435990922865 1 0.304596331654466 2
OG0010916 ARD 0.100510787670858 0.100510787171867 1 0.449860991620357 2
OG0010921 ER-white NA NA 0.764705882352941 NA 7
OG0010922 ER-white NA NA 1 NA 3
OG0010925 ER-white NA NA 1 NA 3
OG0010927 ER-white NA NA 0.63953488372093 NA 8
OG0010928 ER 0.000552906217056594 NA 0.9375 0.614088287948716 10
OG0010931 ER-white NA NA 0.534883720930233 NA 10
